METADATA|ElementEntry|AssignmentNumber|ElementName|EntryType|LegislativeDataGroupName|EffectiveStartDate|EffectiveEndDate|SourceSystemId|SourceSystemOwner|Reason
MERGE|ElementEntry|E3409181|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409181_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409185|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409185_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409187|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409187_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409189|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409189_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409197|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409197_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409200|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409200_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409201|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409201_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409210|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409210_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409221|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409221_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409222|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409222_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409237|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409237_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409240|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409240_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409244|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409244_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409260|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409260_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409267|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409267_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409274|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409274_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E4049156|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E4049156_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409277|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409277_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409286|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409286_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409290|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409290_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409306|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409306_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409330|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409330_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409337|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409337_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409342|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409342_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409343|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409343_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409377|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409377_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409378|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409378_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409379|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409379_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409385|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409385_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409387|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409387_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409391|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409391_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409392|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409392_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409394|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409394_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409410|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409410_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409417|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409417_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409418|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409418_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409438|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409438_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409451|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409451_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409463|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409463_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409467|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409467_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409474|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409474_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409476|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409476_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409499|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409499_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409514|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409514_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409516|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409516_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409518|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409518_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409562|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409562_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409564|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409564_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409573|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409573_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409574|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409574_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409605|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409605_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409606|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409606_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409614|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409614_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409616|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409616_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409621|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409621_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409626|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409626_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409632|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409632_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409638|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409638_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409639|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409639_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409641|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409641_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409643|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409643_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409644|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409644_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409657|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409657_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409661|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409661_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409667|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409667_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409677|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409677_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409679|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409679_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409696|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409696_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409708|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409708_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409711|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409711_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409717|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409717_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409721|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409721_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409729|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409729_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409751|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409751_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409773|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409773_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409795|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409795_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409802|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409802_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409803|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409803_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409808|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409808_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409809|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409809_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409819|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409819_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409841|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409841_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409862|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409862_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409876|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409876_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409882|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409882_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409909|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409909_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409941|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409941_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409944|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409944_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3409947|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409947_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409953|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409953_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409956|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409956_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409964|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409964_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409965|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409965_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409972|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409972_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409977|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409977_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409978|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409978_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409979|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409979_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409984|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409984_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409987|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409987_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3409990|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3409990_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3410004|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410004_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410033|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410033_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410036|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410036_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410043|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410043_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410046|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410046_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410053|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410053_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410056|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410056_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410065|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410065_Taxable NIable and Pensionable Adjustment_2024/08/01_2|DataMigration|DataMigration
MERGE|ElementEntry|E3410073|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410073_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410075|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410075_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410076|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410076_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410101|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410101_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410105|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410105_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410114|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410114_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410350|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410350_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410375|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410375_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3410404|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3410404_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3417939|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3417939_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3417943|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3417943_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3417964|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3417964_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
MERGE|ElementEntry|E3418162|Taxable NIable and Pensionable Adjustment|E|GB Legislative Data Group|2024/08/01|2024/08/31|ElementEntry_E3418162_Taxable NIable and Pensionable Adjustment_2024/08/01_1|DataMigration|DataMigration
